chart_position,chart_date,song,performer,streams,spotify_uri,song_id,region,time_on_chart,consecutive_days,previous_day,peak_position,worst_position,chart_url
1,2017-04-30,Despacito - Remix,Luis Fonsi,2629,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,11,8.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-04-30
1,2017-05-01,Despacito - Remix,Luis Fonsi,2347,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,12,9.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-01
1,2017-05-02,Despacito - Remix,Luis Fonsi,2632,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,13,10.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-02
1,2017-05-03,Despacito - Remix,Luis Fonsi,2738,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,14,11.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-03
1,2017-05-04,Despacito - Remix,Luis Fonsi,2788,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,15,12.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-04
1,2017-05-05,Despacito - Remix,Luis Fonsi,2997,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,16,13.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-05
1,2017-05-06,Despacito - Remix,Luis Fonsi,2870,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,17,14.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-06
1,2017-05-07,Despacito - Remix,Luis Fonsi,2309,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,18,15.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-07
1,2017-05-08,Despacito - Remix,Luis Fonsi,2606,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,19,16.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-08
1,2017-05-09,Despacito - Remix,Luis Fonsi,2735,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,20,17.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-09
1,2017-05-10,Despacito - Remix,Luis Fonsi,2890,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,21,18.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-10
1,2017-05-12,Despacito - Remix,Luis Fonsi,3094,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,22,18.0,,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-12
1,2017-05-13,Despacito - Remix,Luis Fonsi,2971,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,23,19.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-13
1,2017-05-14,Despacito - Remix,Luis Fonsi,2466,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,24,20.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-14
1,2017-05-15,Despacito - Remix,Luis Fonsi,2908,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,25,21.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-15
1,2017-05-16,Despacito - Remix,Luis Fonsi,3142,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,26,22.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-16
1,2017-05-17,Despacito - Remix,Luis Fonsi,3025,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,27,23.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-17
1,2017-05-18,Despacito - Remix,Luis Fonsi,2957,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,28,24.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-18
1,2017-05-19,Despacito - Remix,Luis Fonsi,3023,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,29,25.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-19
1,2017-05-20,Despacito - Remix,Luis Fonsi,3043,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,30,26.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-20
1,2017-05-21,Despacito - Remix,Luis Fonsi,2609,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,31,27.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-21
1,2017-05-22,Despacito - Remix,Luis Fonsi,2813,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,32,28.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-22
1,2017-05-23,Despacito - Remix,Luis Fonsi,2687,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,33,29.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-23
1,2017-05-24,Despacito - Remix,Luis Fonsi,3001,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,34,30.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-24
1,2017-05-26,Despacito - Remix,Luis Fonsi,3220,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,35,30.0,,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-26
1,2017-05-29,Despacito - Remix,Luis Fonsi,2143,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,36,30.0,,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-29
1,2017-06-01,Despacito - Remix,Luis Fonsi,2806,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,37,30.0,,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-01
1,2017-06-03,Despacito - Remix,Luis Fonsi,2835,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,38,30.0,,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-03
1,2017-06-04,Despacito - Remix,Luis Fonsi,2449,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,39,31.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-04
1,2017-06-05,Despacito - Remix,Luis Fonsi,2447,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,40,32.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-05
1,2017-06-06,Despacito - Remix,Luis Fonsi,2407,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,41,33.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-06
1,2017-06-07,Despacito - Remix,Luis Fonsi,2361,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,42,34.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-07
1,2017-06-08,Despacito - Remix,Luis Fonsi,2454,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,43,35.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-08
1,2017-06-09,Despacito - Remix,Luis Fonsi,2580,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,44,36.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-09
1,2017-06-10,Despacito - Remix,Luis Fonsi,2787,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,45,37.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-10
1,2017-06-11,Despacito - Remix,Luis Fonsi,2427,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,46,38.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-11
1,2017-06-13,Despacito - Remix,Luis Fonsi,2506,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,47,38.0,,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-13
1,2017-06-15,Despacito - Remix,Luis Fonsi,2543,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,48,38.0,,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-15
1,2017-06-16,Despacito - Remix,Luis Fonsi,2643,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,49,39.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-16
1,2017-06-17,Despacito - Remix,Luis Fonsi,2607,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,50,40.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-17
1,2017-06-18,Despacito - Remix,Luis Fonsi,2339,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,51,41.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-18
2,2017-06-19,Despacito - Remix,Luis Fonsi,2348,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,52,42.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-19
1,2017-06-20,Despacito - Remix,Luis Fonsi,2387,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,53,43.0,2.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-20
1,2017-06-21,Despacito - Remix,Luis Fonsi,2516,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,54,44.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-21
1,2017-06-22,Despacito - Remix,Luis Fonsi,2772,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,55,45.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-22
1,2017-06-23,Despacito - Remix,Luis Fonsi,2425,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,56,46.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-23
1,2017-06-24,Despacito - Remix,Luis Fonsi,2455,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,57,47.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-24
2,2017-06-25,Despacito - Remix,Luis Fonsi,2024,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,58,48.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-25
2,2017-06-26,Despacito - Remix,Luis Fonsi,2242,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,59,49.0,2.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-26
1,2017-06-27,Despacito - Remix,Luis Fonsi,2310,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,60,50.0,2.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-27
1,2017-06-30,Despacito - Remix,Luis Fonsi,2441,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,61,50.0,,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-06-30
1,2017-07-01,Despacito - Remix,Luis Fonsi,2351,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,62,51.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-01
2,2017-07-02,Despacito - Remix,Luis Fonsi,1852,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,63,52.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-02
2,2017-07-03,Despacito - Remix,Luis Fonsi,1942,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,64,53.0,2.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-03
2,2017-07-04,Despacito - Remix,Luis Fonsi,2042,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,65,54.0,2.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-04
3,2017-07-05,Despacito - Remix,Luis Fonsi,2186,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,66,55.0,2.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-05
3,2017-07-06,Despacito - Remix,Luis Fonsi,2125,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,67,56.0,3.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-06
1,2017-07-07,Despacito - Remix,Luis Fonsi,2568,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,68,57.0,3.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-07
1,2017-07-08,Despacito - Remix,Luis Fonsi,2446,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,69,58.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-08
1,2017-07-09,Despacito - Remix,Luis Fonsi,2002,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,70,59.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-09
3,2017-07-10,Despacito - Remix,Luis Fonsi,1830,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,71,60.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-10
3,2017-07-11,Despacito - Remix,Luis Fonsi,1958,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,72,61.0,3.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-11
3,2017-07-12,Despacito - Remix,Luis Fonsi,1886,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,73,62.0,3.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-12
3,2017-07-13,Despacito - Remix,Luis Fonsi,2154,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,74,63.0,3.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-13
3,2017-07-14,Despacito - Remix,Luis Fonsi,2217,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,75,64.0,3.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-14
3,2017-07-15,Despacito - Remix,Luis Fonsi,2082,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,76,65.0,3.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-15
3,2017-07-16,Despacito - Remix,Luis Fonsi,1847,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,77,66.0,3.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-16
3,2017-07-17,Despacito - Remix,Luis Fonsi,1972,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,78,67.0,3.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-17
3,2017-07-19,Despacito - Remix,Luis Fonsi,1975,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,79,67.0,,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-19
3,2017-07-21,Despacito - Remix,Luis Fonsi,2092,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,80,67.0,,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-21
3,2017-07-22,Despacito - Remix,Luis Fonsi,2050,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,81,68.0,3.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-22
4,2017-07-23,Despacito - Remix,Luis Fonsi,1555,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,82,69.0,3.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-23
4,2017-07-24,Despacito - Remix,Luis Fonsi,1616,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,83,70.0,4.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-24
4,2017-07-25,Despacito - Remix,Luis Fonsi,1709,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,84,71.0,4.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-25
4,2017-07-26,Despacito - Remix,Luis Fonsi,1731,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,85,72.0,4.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-26
4,2017-07-27,Despacito - Remix,Luis Fonsi,1729,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,86,73.0,4.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-27
4,2017-07-28,Despacito - Remix,Luis Fonsi,1840,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,87,74.0,4.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-28
3,2017-07-29,Despacito - Remix,Luis Fonsi,1830,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,88,75.0,4.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-29
3,2017-07-30,Despacito - Remix,Luis Fonsi,1466,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,89,76.0,3.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-30
6,2017-07-31,Despacito - Remix,Luis Fonsi,1505,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,90,77.0,3.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-31
7,2017-08-01,Despacito - Remix,Luis Fonsi,1412,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,91,78.0,6.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-08-01
6,2017-08-02,Despacito - Remix,Luis Fonsi,1521,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,92,79.0,7.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-08-02
8,2017-08-03,Despacito - Remix,Luis Fonsi,1449,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,93,80.0,6.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-08-03
5,2017-08-04,Despacito - Remix,Luis Fonsi,1631,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,94,81.0,8.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-08-04
4,2017-08-05,Despacito - Remix,Luis Fonsi,1683,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,95,82.0,5.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-08-05
6,2017-08-06,Despacito - Remix,Luis Fonsi,1537,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,96,83.0,4.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-08-06
10,2017-08-23,Despacito - Remix,Luis Fonsi,1345,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,97,83.0,,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-08-23
46,2019-12-31,Despacito - Remix,Luis Fonsi,1071,1vnnXMrBeEWiRg3YCMCjQq,Despacito - RemixLuis Fonsi,lu,98,83.0,,1,46,https://www.spotifycharts.com/regional/lu/daily/2019-12-31
48,2019-10-13,Det bästa kanske inte hänt än,Molly Sandén,1003,7Jtmca0gCNHj9OIvv6N1y3,Det bästa kanske inte hänt änMolly Sandén,lu,1,,,48,48,https://www.spotifycharts.com/regional/lu/daily/2019-10-13
3,2019-04-05,Deux frères,PNL,2946,6hzi3AGB39FjxFqcjgbWs7,Deux frèresPNL,lu,1,,,3,3,https://www.spotifycharts.com/regional/lu/daily/2019-04-05
45,2019-06-28,Diamonds (feat. Capital Bra),Summer Cem,1080,2QpxC2yag7Ec7Ut1dovXKb,Diamonds (feat. Capital Bra)Summer Cem,lu,1,,,45,45,https://www.spotifycharts.com/regional/lu/daily/2019-06-28
42,2020-07-03,Diana (feat. King Combs),Pop Smoke,1429,4Tc9PHEoeP17PQj3OOKXPu,Diana (feat. King Combs)Pop Smoke,lu,1,,,42,42,https://www.spotifycharts.com/regional/lu/daily/2020-07-03
35,2019-10-07,Diary,Nick Lopez,1229,2Vbbun6gBFIZTtEEkcfaCY,DiaryNick Lopez,lu,1,,,35,35,https://www.spotifycharts.com/regional/lu/daily/2019-10-07
25,2019-09-06,Die For Me (feat. Future & Halsey),Post Malone,1281,59PYPDxTbqJpiGfyogPb5h,Die For Me (feat. Future & Halsey)Post Malone,lu,1,,,25,25,https://www.spotifycharts.com/regional/lu/daily/2019-09-06
32,2021-07-09,Die zwei kenn ich,Capital Bra,1263,5enpyouTxbz2pK3qZpH5Qw,Die zwei kenn ichCapital Bra,lu,1,,,32,32,https://www.spotifycharts.com/regional/lu/daily/2021-07-09
48,2021-03-05,Diese eine Melodie,Kontra K,1285,6RvBo8JZUMSvvHnGa2hDrj,Diese eine MelodieKontra K,lu,1,,,48,48,https://www.spotifycharts.com/regional/lu/daily/2021-03-05
71,2021-06-11,Dinero,Trinidad Cardona,1012,3ggtU1ZOKO8ZNiqPNyXGcm,DineroTrinidad Cardona,lu,1,,,71,71,https://www.spotifycharts.com/regional/lu/daily/2021-06-11
42,2021-06-12,Dinero,Trinidad Cardona,1135,3ggtU1ZOKO8ZNiqPNyXGcm,DineroTrinidad Cardona,lu,2,1.0,71.0,42,71,https://www.spotifycharts.com/regional/lu/daily/2021-06-12
6,2021-06-18,Dinero,Trinidad Cardona,2487,3ggtU1ZOKO8ZNiqPNyXGcm,DineroTrinidad Cardona,lu,3,1.0,,6,71,https://www.spotifycharts.com/regional/lu/daily/2021-06-18
7,2021-06-25,Dinero,Trinidad Cardona,2498,3ggtU1ZOKO8ZNiqPNyXGcm,DineroTrinidad Cardona,lu,4,1.0,,6,71,https://www.spotifycharts.com/regional/lu/daily/2021-06-25
8,2021-07-02,Dinero,Trinidad Cardona,2251,3ggtU1ZOKO8ZNiqPNyXGcm,DineroTrinidad Cardona,lu,5,1.0,,6,71,https://www.spotifycharts.com/regional/lu/daily/2021-07-02
10,2021-07-09,Dinero,Trinidad Cardona,2159,3ggtU1ZOKO8ZNiqPNyXGcm,DineroTrinidad Cardona,lu,6,1.0,,6,71,https://www.spotifycharts.com/regional/lu/daily/2021-07-09
18,2021-07-16,Dinero,Trinidad Cardona,1703,3ggtU1ZOKO8ZNiqPNyXGcm,DineroTrinidad Cardona,lu,7,1.0,,6,71,https://www.spotifycharts.com/regional/lu/daily/2021-07-16
51,2020-06-19,Dior,Pop Smoke,1006,79s5XnCN4TJKTVMSmOx8Ep,DiorPop Smoke,lu,1,,,51,51,https://www.spotifycharts.com/regional/lu/daily/2020-06-19
10,2020-07-03,Dior,Pop Smoke,2795,79s5XnCN4TJKTVMSmOx8Ep,DiorPop Smoke,lu,2,,,10,51,https://www.spotifycharts.com/regional/lu/daily/2020-07-03
11,2020-07-04,Dior,Pop Smoke,2061,79s5XnCN4TJKTVMSmOx8Ep,DiorPop Smoke,lu,3,1.0,10.0,10,51,https://www.spotifycharts.com/regional/lu/daily/2020-07-04
10,2020-07-06,Dior,Pop Smoke,2004,79s5XnCN4TJKTVMSmOx8Ep,DiorPop Smoke,lu,4,1.0,,10,51,https://www.spotifycharts.com/regional/lu/daily/2020-07-06
16,2020-07-10,Dior,Pop Smoke,1794,79s5XnCN4TJKTVMSmOx8Ep,DiorPop Smoke,lu,5,1.0,,10,51,https://www.spotifycharts.com/regional/lu/daily/2020-07-10
18,2020-07-24,Dior,Pop Smoke,1505,79s5XnCN4TJKTVMSmOx8Ep,DiorPop Smoke,lu,6,1.0,,10,51,https://www.spotifycharts.com/regional/lu/daily/2020-07-24
28,2020-07-31,Dior,Pop Smoke,1291,79s5XnCN4TJKTVMSmOx8Ep,DiorPop Smoke,lu,7,1.0,,10,51,https://www.spotifycharts.com/regional/lu/daily/2020-07-31
27,2020-08-07,Dior,Pop Smoke,1236,79s5XnCN4TJKTVMSmOx8Ep,DiorPop Smoke,lu,8,1.0,,10,51,https://www.spotifycharts.com/regional/lu/daily/2020-08-07
33,2020-09-11,Dior,Pop Smoke,1307,79s5XnCN4TJKTVMSmOx8Ep,DiorPop Smoke,lu,9,1.0,,10,51,https://www.spotifycharts.com/regional/lu/daily/2020-09-11
36,2020-09-18,Dior,Pop Smoke,1391,79s5XnCN4TJKTVMSmOx8Ep,DiorPop Smoke,lu,10,1.0,,10,51,https://www.spotifycharts.com/regional/lu/daily/2020-09-18
33,2020-10-02,Dior,Pop Smoke,1290,79s5XnCN4TJKTVMSmOx8Ep,DiorPop Smoke,lu,11,1.0,,10,51,https://www.spotifycharts.com/regional/lu/daily/2020-10-02
36,2020-11-20,Dior,Pop Smoke,1141,79s5XnCN4TJKTVMSmOx8Ep,DiorPop Smoke,lu,12,1.0,,10,51,https://www.spotifycharts.com/regional/lu/daily/2020-11-20
45,2020-11-28,Dior,Pop Smoke,1078,79s5XnCN4TJKTVMSmOx8Ep,DiorPop Smoke,lu,13,1.0,,10,51,https://www.spotifycharts.com/regional/lu/daily/2020-11-28
34,2020-12-04,Dior,Pop Smoke,1297,79s5XnCN4TJKTVMSmOx8Ep,DiorPop Smoke,lu,14,1.0,,10,51,https://www.spotifycharts.com/regional/lu/daily/2020-12-04
55,2020-12-05,Dior,Pop Smoke,1092,79s5XnCN4TJKTVMSmOx8Ep,DiorPop Smoke,lu,15,2.0,34.0,10,55,https://www.spotifycharts.com/regional/lu/daily/2020-12-05
56,2020-12-11,Dior,Pop Smoke,1082,79s5XnCN4TJKTVMSmOx8Ep,DiorPop Smoke,lu,16,2.0,,10,56,https://www.spotifycharts.com/regional/lu/daily/2020-12-11
61,2020-12-12,Dior,Pop Smoke,1033,79s5XnCN4TJKTVMSmOx8Ep,DiorPop Smoke,lu,17,3.0,56.0,10,61,https://www.spotifycharts.com/regional/lu/daily/2020-12-12
49,2020-12-18,Dior,Pop Smoke,1149,79s5XnCN4TJKTVMSmOx8Ep,DiorPop Smoke,lu,18,3.0,,10,61,https://www.spotifycharts.com/regional/lu/daily/2020-12-18
58,2020-12-19,Dior,Pop Smoke,1056,79s5XnCN4TJKTVMSmOx8Ep,DiorPop Smoke,lu,19,4.0,49.0,10,61,https://www.spotifycharts.com/regional/lu/daily/2020-12-19
60,2021-03-05,Dior,Pop Smoke,1038,79s5XnCN4TJKTVMSmOx8Ep,DiorPop Smoke,lu,20,4.0,,10,61,https://www.spotifycharts.com/regional/lu/daily/2021-03-05
11,2021-07-09,Dis moi comment.,Tayc,2120,3i4Va0SEnxGsEIULfouevb,Dis moi comment.Tayc,lu,1,,,11,11,https://www.spotifycharts.com/regional/lu/daily/2021-07-09
