chart_position,chart_date,song,performer,streams,spotify_uri,song_id,region,time_on_chart,consecutive_days,previous_day,peak_position,worst_position,chart_url
23,2020-07-10,Party Girl,StaySolidRocky,1603,5RqR4ZCCKJDcBLIn4sih9l,Party GirlStaySolidRocky,lu,6,1.0,,9,26,https://www.spotifycharts.com/regional/lu/daily/2020-07-10
42,2020-07-31,Party Girl,StaySolidRocky,1094,3IJYUaN3tx04S4TYyZHKoP,Party GirlStaySolidRocky,lu,7,1.0,,9,42,https://www.spotifycharts.com/regional/lu/daily/2020-07-31
25,2020-08-07,Party Girl,StaySolidRocky,1244,3IJYUaN3tx04S4TYyZHKoP,Party GirlStaySolidRocky,lu,8,1.0,,9,42,https://www.spotifycharts.com/regional/lu/daily/2020-08-07
51,2019-04-05,Pass auf wen du liebst,Ufo361,1008,5NsCv3I7o0f6vSQScG01f1,Pass auf wen du liebstUfo361,lu,1,,,51,51,https://www.spotifycharts.com/regional/lu/daily/2019-04-05
11,2017-03-19,Passionfruit,Drake,1205,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,1,,,11,11,https://www.spotifycharts.com/regional/lu/daily/2017-03-19
3,2017-03-20,Passionfruit,Drake,1663,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,2,1.0,11.0,3,11,https://www.spotifycharts.com/regional/lu/daily/2017-03-20
2,2017-03-22,Passionfruit,Drake,2000,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,3,1.0,,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-03-22
2,2017-03-23,Passionfruit,Drake,1994,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,4,2.0,2.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-03-23
3,2017-03-24,Passionfruit,Drake,1834,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,5,3.0,2.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-03-24
3,2017-03-25,Passionfruit,Drake,1967,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,6,4.0,3.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-03-25
3,2017-03-26,Passionfruit,Drake,1826,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,7,5.0,3.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-03-26
5,2017-03-28,Passionfruit,Drake,1719,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,8,5.0,,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-03-28
4,2017-03-29,Passionfruit,Drake,1787,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,9,6.0,5.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-03-29
6,2017-03-30,Passionfruit,Drake,1814,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,10,7.0,4.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-03-30
6,2017-03-31,Passionfruit,Drake,1848,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,11,8.0,6.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-03-31
5,2017-04-01,Passionfruit,Drake,1753,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,12,9.0,6.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-04-01
5,2017-04-02,Passionfruit,Drake,1674,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,13,10.0,5.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-04-02
4,2017-04-03,Passionfruit,Drake,1653,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,14,11.0,5.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-04-03
6,2017-04-04,Passionfruit,Drake,1579,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,15,12.0,4.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-04-04
5,2017-04-05,Passionfruit,Drake,1563,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,16,13.0,6.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-04-05
5,2017-04-06,Passionfruit,Drake,1543,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,17,14.0,5.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-04-06
6,2017-04-07,Passionfruit,Drake,1800,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,18,15.0,5.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-04-07
9,2017-04-08,Passionfruit,Drake,1609,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,19,16.0,6.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-04-08
7,2017-04-09,Passionfruit,Drake,1593,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,20,17.0,9.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-04-09
6,2017-04-10,Passionfruit,Drake,1469,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,21,18.0,7.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-04-10
9,2017-04-11,Passionfruit,Drake,1403,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,22,19.0,6.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-04-11
6,2017-04-12,Passionfruit,Drake,1517,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,23,20.0,9.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-04-12
10,2017-04-13,Passionfruit,Drake,1432,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,24,21.0,6.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-04-13
10,2017-04-14,Passionfruit,Drake,1480,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,25,22.0,10.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-04-14
11,2017-04-15,Passionfruit,Drake,1261,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,26,23.0,10.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-04-15
11,2017-04-16,Passionfruit,Drake,1065,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,27,24.0,11.0,2,11,https://www.spotifycharts.com/regional/lu/daily/2017-04-16
12,2017-04-18,Passionfruit,Drake,1236,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,28,24.0,,2,12,https://www.spotifycharts.com/regional/lu/daily/2017-04-18
14,2017-04-19,Passionfruit,Drake,1195,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,29,25.0,12.0,2,14,https://www.spotifycharts.com/regional/lu/daily/2017-04-19
12,2017-04-20,Passionfruit,Drake,1278,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,30,26.0,14.0,2,14,https://www.spotifycharts.com/regional/lu/daily/2017-04-20
12,2017-04-21,Passionfruit,Drake,1344,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,31,27.0,12.0,2,14,https://www.spotifycharts.com/regional/lu/daily/2017-04-21
12,2017-04-22,Passionfruit,Drake,1283,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,32,28.0,12.0,2,14,https://www.spotifycharts.com/regional/lu/daily/2017-04-22
13,2017-04-23,Passionfruit,Drake,1167,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,33,29.0,12.0,2,14,https://www.spotifycharts.com/regional/lu/daily/2017-04-23
13,2017-04-24,Passionfruit,Drake,1231,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,34,30.0,13.0,2,14,https://www.spotifycharts.com/regional/lu/daily/2017-04-24
13,2017-04-26,Passionfruit,Drake,1129,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,35,30.0,,2,14,https://www.spotifycharts.com/regional/lu/daily/2017-04-26
12,2017-04-28,Passionfruit,Drake,1315,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,36,30.0,,2,14,https://www.spotifycharts.com/regional/lu/daily/2017-04-28
15,2017-04-29,Passionfruit,Drake,1278,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,37,31.0,12.0,2,15,https://www.spotifycharts.com/regional/lu/daily/2017-04-29
13,2017-04-30,Passionfruit,Drake,1205,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,38,32.0,15.0,2,15,https://www.spotifycharts.com/regional/lu/daily/2017-04-30
14,2017-05-01,Passionfruit,Drake,1011,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,39,33.0,13.0,2,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-01
13,2017-05-02,Passionfruit,Drake,1184,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,40,34.0,14.0,2,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-02
15,2017-05-03,Passionfruit,Drake,1086,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,41,35.0,13.0,2,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-03
14,2017-05-04,Passionfruit,Drake,1216,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,42,36.0,15.0,2,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-04
15,2017-05-05,Passionfruit,Drake,1199,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,43,37.0,14.0,2,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-05
14,2017-05-06,Passionfruit,Drake,1171,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,44,38.0,15.0,2,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-06
15,2017-05-08,Passionfruit,Drake,1026,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,45,38.0,,2,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-08
15,2017-05-09,Passionfruit,Drake,1161,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,46,39.0,15.0,2,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-09
15,2017-05-10,Passionfruit,Drake,1200,5mCPDVBb16L4XQwDdbRUpz,PassionfruitDrake,lu,47,40.0,15.0,2,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-10
14,2017-05-12,Passionfruit,Drake,1286,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,48,40.0,,2,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-12
14,2017-05-13,Passionfruit,Drake,1134,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,49,41.0,14.0,2,15,https://www.spotifycharts.com/regional/lu/daily/2017-05-13
17,2017-05-15,Passionfruit,Drake,1084,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,50,41.0,,2,17,https://www.spotifycharts.com/regional/lu/daily/2017-05-15
18,2017-05-16,Passionfruit,Drake,1146,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,51,42.0,17.0,2,18,https://www.spotifycharts.com/regional/lu/daily/2017-05-16
21,2017-05-17,Passionfruit,Drake,1040,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,52,43.0,18.0,2,21,https://www.spotifycharts.com/regional/lu/daily/2017-05-17
21,2017-05-19,Passionfruit,Drake,1023,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,53,43.0,,2,21,https://www.spotifycharts.com/regional/lu/daily/2017-05-19
21,2017-05-20,Passionfruit,Drake,1071,7hDc8b7IXETo14hHIHdnhd,PassionfruitDrake,lu,54,44.0,21.0,2,21,https://www.spotifycharts.com/regional/lu/daily/2017-05-20
5,2021-03-19,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2388,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,lu,1,,,5,5,https://www.spotifycharts.com/regional/lu/daily/2021-03-19
3,2021-03-20,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2677,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,lu,2,1.0,5.0,3,5,https://www.spotifycharts.com/regional/lu/daily/2021-03-20
2,2021-04-23,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4237,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,lu,3,1.0,,2,5,https://www.spotifycharts.com/regional/lu/daily/2021-04-23
2,2021-04-24,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4286,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,lu,4,2.0,2.0,2,5,https://www.spotifycharts.com/regional/lu/daily/2021-04-24
2,2021-04-29,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,3314,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,lu,5,2.0,,2,5,https://www.spotifycharts.com/regional/lu/daily/2021-04-29
3,2021-04-30,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,3667,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,lu,6,3.0,2.0,2,5,https://www.spotifycharts.com/regional/lu/daily/2021-04-30
3,2021-05-07,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,3528,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,lu,7,3.0,,2,5,https://www.spotifycharts.com/regional/lu/daily/2021-05-07
2,2021-05-08,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,3405,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,lu,8,4.0,3.0,2,5,https://www.spotifycharts.com/regional/lu/daily/2021-05-08
4,2021-05-14,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,3003,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,lu,9,4.0,,2,5,https://www.spotifycharts.com/regional/lu/daily/2021-05-14
5,2021-05-21,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2852,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,lu,10,4.0,,2,5,https://www.spotifycharts.com/regional/lu/daily/2021-05-21
6,2021-06-10,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2262,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,lu,11,4.0,,2,6,https://www.spotifycharts.com/regional/lu/daily/2021-06-10
9,2021-06-11,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2346,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,lu,12,5.0,6.0,2,9,https://www.spotifycharts.com/regional/lu/daily/2021-06-11
8,2021-06-12,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2214,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,lu,13,6.0,9.0,2,9,https://www.spotifycharts.com/regional/lu/daily/2021-06-12
10,2021-06-18,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2231,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,lu,14,6.0,,2,10,https://www.spotifycharts.com/regional/lu/daily/2021-06-18
12,2021-06-25,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2061,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,lu,15,6.0,,2,12,https://www.spotifycharts.com/regional/lu/daily/2021-06-25
12,2021-07-02,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2034,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,lu,16,6.0,,2,12,https://www.spotifycharts.com/regional/lu/daily/2021-07-02
13,2021-07-09,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,1941,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,lu,17,6.0,,2,13,https://www.spotifycharts.com/regional/lu/daily/2021-07-09
15,2021-07-16,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,1801,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,lu,18,6.0,,2,15,https://www.spotifycharts.com/regional/lu/daily/2021-07-16
51,2021-09-03,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,1248,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,lu,19,6.0,,2,51,https://www.spotifycharts.com/regional/lu/daily/2021-09-03
44,2021-09-04,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,1159,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,lu,20,7.0,51.0,2,51,https://www.spotifycharts.com/regional/lu/daily/2021-09-04
44,2021-09-17,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,1140,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,lu,21,7.0,,2,51,https://www.spotifycharts.com/regional/lu/daily/2021-09-17
44,2021-09-24,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,1114,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,lu,22,7.0,,2,51,https://www.spotifycharts.com/regional/lu/daily/2021-09-24
34,2018-06-29,Peak,Drake,1276,2RAeY8dPj6KmStROfEigjV,PeakDrake,lu,1,,,34,34,https://www.spotifycharts.com/regional/lu/daily/2018-06-29
12,2021-09-03,Pepas,Farruko,3233,5fwSHlTEWpluwOM0Sxnh5k,PepasFarruko,lu,1,,,12,12,https://www.spotifycharts.com/regional/lu/daily/2021-09-03
6,2021-09-04,Pepas,Farruko,3367,5fwSHlTEWpluwOM0Sxnh5k,PepasFarruko,lu,2,1.0,12.0,6,12,https://www.spotifycharts.com/regional/lu/daily/2021-09-04
3,2021-09-17,Pepas,Farruko,4026,5fwSHlTEWpluwOM0Sxnh5k,PepasFarruko,lu,3,1.0,,3,12,https://www.spotifycharts.com/regional/lu/daily/2021-09-17
3,2021-09-24,Pepas,Farruko,4377,5fwSHlTEWpluwOM0Sxnh5k,PepasFarruko,lu,4,1.0,,3,12,https://www.spotifycharts.com/regional/lu/daily/2021-09-24
3,2021-10-22,Pepas,Farruko,3880,2B4GHvToeLTOBB4QLzW3Ni,PepasFarruko,lu,5,1.0,,3,12,https://www.spotifycharts.com/regional/lu/daily/2021-10-22
69,2017-12-24,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,1169,1bhUWB0zJMIKr9yVPrkEuI,Perfect Duet (Ed Sheeran & Beyoncé)Ed Sheeran,lu,1,,,69,69,https://www.spotifycharts.com/regional/lu/daily/2017-12-24
21,2017-03-03,Perfect,Ed Sheeran,1115,0tgVpDi06FyKpA1z0VMD4v,PerfectEd Sheeran,lu,1,,,21,21,https://www.spotifycharts.com/regional/lu/daily/2017-03-03
14,2017-03-04,Perfect,Ed Sheeran,1234,0tgVpDi06FyKpA1z0VMD4v,PerfectEd Sheeran,lu,2,1.0,21.0,14,21,https://www.spotifycharts.com/regional/lu/daily/2017-03-04
11,2017-03-05,Perfect,Ed Sheeran,1166,0tgVpDi06FyKpA1z0VMD4v,PerfectEd Sheeran,lu,3,2.0,14.0,11,21,https://www.spotifycharts.com/regional/lu/daily/2017-03-05
8,2017-03-06,Perfect,Ed Sheeran,1331,0tgVpDi06FyKpA1z0VMD4v,PerfectEd Sheeran,lu,4,3.0,11.0,8,21,https://www.spotifycharts.com/regional/lu/daily/2017-03-06
14,2017-03-08,Perfect,Ed Sheeran,1233,0tgVpDi06FyKpA1z0VMD4v,PerfectEd Sheeran,lu,5,3.0,,8,21,https://www.spotifycharts.com/regional/lu/daily/2017-03-08
16,2017-03-09,Perfect,Ed Sheeran,1154,0tgVpDi06FyKpA1z0VMD4v,PerfectEd Sheeran,lu,6,4.0,14.0,8,21,https://www.spotifycharts.com/regional/lu/daily/2017-03-09
20,2017-03-10,Perfect,Ed Sheeran,1065,0tgVpDi06FyKpA1z0VMD4v,PerfectEd Sheeran,lu,7,5.0,16.0,8,21,https://www.spotifycharts.com/regional/lu/daily/2017-03-10
21,2017-03-11,Perfect,Ed Sheeran,1063,0tgVpDi06FyKpA1z0VMD4v,PerfectEd Sheeran,lu,8,6.0,20.0,8,21,https://www.spotifycharts.com/regional/lu/daily/2017-03-11
55,2017-12-24,Perfect,Ed Sheeran,1306,0tgVpDi06FyKpA1z0VMD4v,PerfectEd Sheeran,lu,9,6.0,,8,55,https://www.spotifycharts.com/regional/lu/daily/2017-12-24
19,2021-07-09,Permission to Dance,BTS,1602,0LThjFY2iTtNdd4wviwVV2,Permission to DanceBTS,lu,1,,,19,19,https://www.spotifycharts.com/regional/lu/daily/2021-07-09
14,2021-06-10,Petrouchka (feat. PLK),Soso Maness,1728,03y045SZqaC94yfXl1cU4E,Petrouchka (feat. PLK)Soso Maness,lu,1,,,14,14,https://www.spotifycharts.com/regional/lu/daily/2021-06-10
12,2021-06-11,Petrouchka (feat. PLK),Soso Maness,2018,03y045SZqaC94yfXl1cU4E,Petrouchka (feat. PLK)Soso Maness,lu,2,1.0,14.0,12,14,https://www.spotifycharts.com/regional/lu/daily/2021-06-11
17,2021-06-12,Petrouchka (feat. PLK),Soso Maness,1617,03y045SZqaC94yfXl1cU4E,Petrouchka (feat. PLK)Soso Maness,lu,3,2.0,12.0,12,17,https://www.spotifycharts.com/regional/lu/daily/2021-06-12
13,2021-06-18,Petrouchka (feat. PLK),Soso Maness,2021,03y045SZqaC94yfXl1cU4E,Petrouchka (feat. PLK)Soso Maness,lu,4,2.0,,12,17,https://www.spotifycharts.com/regional/lu/daily/2021-06-18
13,2021-06-25,Petrouchka (feat. PLK),Soso Maness,1999,03y045SZqaC94yfXl1cU4E,Petrouchka (feat. PLK)Soso Maness,lu,5,2.0,,12,17,https://www.spotifycharts.com/regional/lu/daily/2021-06-25
17,2021-07-02,Petrouchka (feat. PLK),Soso Maness,1786,03y045SZqaC94yfXl1cU4E,Petrouchka (feat. PLK)Soso Maness,lu,6,2.0,,12,17,https://www.spotifycharts.com/regional/lu/daily/2021-07-02
17,2021-07-09,Petrouchka (feat. PLK),Soso Maness,1674,03y045SZqaC94yfXl1cU4E,Petrouchka (feat. PLK)Soso Maness,lu,7,2.0,,12,17,https://www.spotifycharts.com/regional/lu/daily/2021-07-09
33,2021-07-16,Petrouchka (feat. PLK),Soso Maness,1395,03y045SZqaC94yfXl1cU4E,Petrouchka (feat. PLK)Soso Maness,lu,8,2.0,,12,33,https://www.spotifycharts.com/regional/lu/daily/2021-07-16
15,2019-10-26,Pharaohs,Dom Kennedy,4344,5KMrNhVYpfWhdZAtEVDEaN,PharaohsDom Kennedy,lu,1,,,15,15,https://www.spotifycharts.com/regional/lu/daily/2019-10-26
13,2019-10-30,Pharaohs,Dom Kennedy,4728,5KMrNhVYpfWhdZAtEVDEaN,PharaohsDom Kennedy,lu,2,,,13,15,https://www.spotifycharts.com/regional/lu/daily/2019-10-30
14,2019-10-31,Pharaohs,Dom Kennedy,2283,5KMrNhVYpfWhdZAtEVDEaN,PharaohsDom Kennedy,lu,3,1.0,13.0,13,15,https://www.spotifycharts.com/regional/lu/daily/2019-10-31
26,2019-11-02,Pharaohs,Dom Kennedy,1345,5KMrNhVYpfWhdZAtEVDEaN,PharaohsDom Kennedy,lu,4,1.0,,13,26,https://www.spotifycharts.com/regional/lu/daily/2019-11-02
17,2019-11-04,Pharaohs,Dom Kennedy,2193,5KMrNhVYpfWhdZAtEVDEaN,PharaohsDom Kennedy,lu,5,1.0,,13,26,https://www.spotifycharts.com/regional/lu/daily/2019-11-04
22,2019-11-05,Pharaohs,Dom Kennedy,2726,5KMrNhVYpfWhdZAtEVDEaN,PharaohsDom Kennedy,lu,6,2.0,17.0,13,26,https://www.spotifycharts.com/regional/lu/daily/2019-11-05
44,2020-02-14,Physical,Dua Lipa,1094,5px6upUHM3fhOP621Edp4V,PhysicalDua Lipa,lu,1,,,44,44,https://www.spotifycharts.com/regional/lu/daily/2020-02-14
13,2019-06-28,Piece Of Your Heart,MEDUZA,2198,1DFD5Fotzgn6yYXkYsKiGs,Piece Of Your HeartMEDUZA,lu,1,,,13,13,https://www.spotifycharts.com/regional/lu/daily/2019-06-28
4,2019-09-06,Piece Of Your Heart,MEDUZA,2479,1DFD5Fotzgn6yYXkYsKiGs,Piece Of Your HeartMEDUZA,lu,2,,,4,13,https://www.spotifycharts.com/regional/lu/daily/2019-09-06
48,2019-10-07,Piece Of Your Heart,MEDUZA,1059,1DFD5Fotzgn6yYXkYsKiGs,Piece Of Your HeartMEDUZA,lu,3,,,4,48,https://www.spotifycharts.com/regional/lu/daily/2019-10-07
54,2019-10-31,Piece Of Your Heart,MEDUZA,1031,1DFD5Fotzgn6yYXkYsKiGs,Piece Of Your HeartMEDUZA,lu,4,,,4,54,https://www.spotifycharts.com/regional/lu/daily/2019-10-31
17,2019-12-31,Piece Of Your Heart,MEDUZA,1533,1DFD5Fotzgn6yYXkYsKiGs,Piece Of Your HeartMEDUZA,lu,5,,,4,54,https://www.spotifycharts.com/regional/lu/daily/2019-12-31
18,2021-09-03,Pipe Down,Drake,2529,11pEKMLmavDu8fxOB5QjbQ,Pipe DownDrake,lu,1,,,18,18,https://www.spotifycharts.com/regional/lu/daily/2021-09-03
32,2021-09-04,Pipe Down,Drake,1385,11pEKMLmavDu8fxOB5QjbQ,Pipe DownDrake,lu,2,1.0,18.0,18,32,https://www.spotifycharts.com/regional/lu/daily/2021-09-04
28,2020-11-20,Pistou,Zola,1368,4G0p8SMCl9uQVVPTLEGdxS,PistouZola,lu,1,,,28,28,https://www.spotifycharts.com/regional/lu/daily/2020-11-20
18,2019-10-13,Play,K-391,1181,4jp4Z02kzzg8gK0NmDGgml,PlayK-391,lu,1,,,18,18,https://www.spotifycharts.com/regional/lu/daily/2019-10-13
14,2019-10-15,Play,K-391,2157,4jp4Z02kzzg8gK0NmDGgml,PlayK-391,lu,2,,,14,18,https://www.spotifycharts.com/regional/lu/daily/2019-10-15
89,2020-12-24,Please Come Home for Christmas - 2013 Remaster,Eagles,2071,3QIoEi8Enr9uHffwInGIsC,Please Come Home for Christmas - 2013 RemasterEagles,lu,1,,,89,89,https://www.spotifycharts.com/regional/lu/daily/2020-12-24
88,2020-12-25,Please Come Home for Christmas - 2013 Remaster,Eagles,1285,3QIoEi8Enr9uHffwInGIsC,Please Come Home for Christmas - 2013 RemasterEagles,lu,2,1.0,89.0,88,89,https://www.spotifycharts.com/regional/lu/daily/2020-12-25
25,2021-09-17,Polizei,KC Rebell,1558,21nMasJVN7cJ9gxtxUEPsu,PolizeiKC Rebell,lu,1,,,25,25,https://www.spotifycharts.com/regional/lu/daily/2021-09-17
41,2020-11-20,Pollos Hermanos,Zola,1099,6nnfQTtQeOLHl3xgZrkH5y,Pollos HermanosZola,lu,1,,,41,41,https://www.spotifycharts.com/regional/lu/daily/2020-11-20
53,2021-07-16,Pololo,MHD,1121,2gmTz7pHMqAk6fpOc88qxA,PololoMHD,lu,1,,,53,53,https://www.spotifycharts.com/regional/lu/daily/2021-07-16
43,2019-06-28,Pookie,Aya Nakamura,1113,2QpUWi6VSNOt2WyH5FIeLD,PookieAya Nakamura,lu,1,,,43,43,https://www.spotifycharts.com/regional/lu/daily/2019-06-28
